Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
"Говядина отборной категории, плоская чатсь грудинки,  мясо с жиром убранным до уровня 0"", тушеное";221;32,21;9,24;0
Говядина отборной категории, плоская чатсь грудинки, мясо постоное, тошеное;212;32,62;8,07;0
Говядина отборной категории, ребра, рёберный край грудинки, мясо постное,  тушеное;295;30,76;18,13;0
Говядина отборной категории, ребра, рёберный край грудинки, мясо постное, сырое;175;19,05;10,19;0,4
Говядина отборной категории, ребра, рёберный край грудинки, мясо с жиром,  сырое;390;14,4;36,23;0,4
Говядина отборной категории, ребра, рёберный край грудинки, мясо с жиром, тушеное;471;21,57;41,98;0
Говядина отборной категории, тушка, мясо вместе с жиром, сырая;291;17,32;24,05;0
Говядина отборной категории, тушка, мясо вместе с жиром, сырая;278;17,48;22,55;0
Говядина отборной категории, часть спины с ребер, тонкий край (ребра 10-12),  мясо постное, жареное;205;28,88;9,01;0
Говядина отборной категории, часть спины с ребер, тонкий край (ребра 10-12), мясо постное, сырое;161;20,13;8,3;0
Говядина отварная в собственном соку, консервы;214;15,4;16,9;0
Говядина отварная, по 1-392;254;25,8;16,8;0
"Говядина сортовая категорий, огузок, мясо с жиром убранным до уровня 0"", обжаренная";181;26,57;7,53;0
"Говядина сортовая,  t-bone стейк,  мясо с жиром убранным до уровня 1/8"", жареная";281;25,18;19,22;0
"Говядина сортовая,  t-bone стейк,  мясо с жиром убранным до уровня 1/8"", сырая";215;20,28;14,19;0
Говядина сортовая,  t-bone стейк,  постное мясо, жареная;177;26;7,36;0
"Говядина сортовая,  t-bone стейк, мясо с жиром убранным до уровня 0"", жареная";230;24,38;14;0
"Говядина сортовая,  мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", сырая";187;20,68;10,93;0
"Говядина сортовая,  мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", сырая обжпренная";212;26,77;10,85;0
"Говядина сортовая,  мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", тушеная";240;32,67;11,19;0
Говядина сортовая,  мякоть нижней части бедра, постоное мясо, обжаренная;164;28,45;4,67;0
